"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mrpl4",1.27861500468677e-110,0.289151691525566,0.898,0.81,2.41773311236221e-106,"5","Mrpl4"
"Kpna6",2.10909588704186e-110,0.272164014818647,0.695,0.499,3.98808941280746e-106,"5","Kpna6"
"Afap1l2",2.34980901223542e-110,0.288675905210166,0.732,0.503,4.44325386123595e-106,"5","Afap1l2"
"Bnip3l",1.03284572531176e-109,0.338103008573051,0.944,0.874,1.953007981992e-105,"5","Bnip3l"
"Wipi2",3.14319968378742e-109,0.29686930425538,0.737,0.557,5.94347628207363e-105,"5","Wipi2"
"Mxd4",3.5708700298965e-108,0.288965514513151,0.654,0.393,6.75215813953129e-104,"5","Mxd4"
"Ucp2",1.39458611509076e-107,0.272913069362276,0.695,0.45,2.63702288502512e-103,"5","Ucp2"
"Vcp",2.44679676361366e-107,0.277714940704084,0.984,0.951,4.62664800031706e-103,"5","Vcp"
"Cst3",4.96097186276319e-107,0.306806419954035,0.971,0.915,9.38070169529891e-103,"5","Cst3"
"Rbbp6",7.19651067363643e-107,0.339955669128068,0.863,0.745,1.36078820327791e-102,"5","Rbbp6"
"Hmgcl",3.41333930977853e-106,0.28726579500128,0.852,0.67,6.45428330086022e-102,"5","Hmgcl"
"Jade3",4.21567721935542e-106,0.30589467626523,0.726,0.545,7.97142405407916e-102,"5","Jade3"
"Smim20",4.91176269496926e-106,0.301528262644253,0.798,0.659,9.28765207991737e-102,"5","Smim20"
"Smu1",4.94837684136216e-105,0.291561048688918,0.831,0.676,9.35688576933171e-101,"5","Smu1"
"Rlim1",1.55297671304313e-104,0.298860098414936,0.931,0.848,2.93652366669326e-100,"5","Rlim"
"Snx5",7.91081436035878e-104,0.308981222075817,0.957,0.899,1.49585588740024e-99,"5","Snx5"
"Por",9.29438836934598e-104,0.283659358701249,0.738,0.509,1.75747589675963e-99,"5","Por"
"Snx9",7.06647493150116e-103,0.30093147099437,0.788,0.647,1.33619974479755e-98,"5","Snx9"
"Gabarap",4.01507907045016e-102,0.301785522696352,0.951,0.881,7.59211301431421e-98,"5","Gabarap"
"Erp29",6.14730217113934e-102,0.252165658004694,0.986,0.94,1.16239336754074e-97,"5","Erp29"
"A830080D01Rik",8.30816489319055e-102,0.278936962123626,0.675,0.474,1.5709908996534e-97,"5","A830080D01Rik"
"Blvra",1.07919663535642e-101,0.316888586024549,0.723,0.566,2.04065291779546e-97,"5","Blvra"
"Ech1",4.77194943942326e-101,0.339011466068593,0.823,0.636,9.02327919500543e-97,"5","Ech1"
"Hint3",6.39089773428866e-101,0.265482719926881,0.567,0.35,1.20845485257664e-96,"5","Hint3"
"Ing4",1.1278661896945e-100,0.271348086419824,0.767,0.573,2.13268217809334e-96,"5","Ing4"
"Tmbim6",1.16135286323837e-100,0.31820669698574,0.969,0.915,2.19600212909743e-96,"5","Tmbim6"
"Dync1h11",1.87227784467653e-100,0.286928894510952,0.737,0.555,3.54029017649884e-96,"5","Dync1h1"
"Lgmn",2.76381499304461e-100,0.421356402014977,0.669,0.487,5.22609777034805e-96,"5","Lgmn"
"Flnb",6.16386535792832e-100,0.289575900425286,0.887,0.767,1.16552530053067e-95,"5","Flnb"
"Atp5b1",2.96262223475608e-99,0.267895143162177,0.999,0.987,5.60202238370028e-95,"5","Atp5b"
"Nrd1",6.38076574435459e-99,0.299159537191667,0.727,0.567,1.20653899460001e-94,"5","Nrd1"
"Pard6g1",1.10799129056838e-98,0.311865627668749,0.77,0.594,2.09510073133575e-94,"5","Pard6g"
"Aebp2",1.38699395189423e-98,0.281559334301505,0.651,0.457,2.62266686363679e-94,"5","Aebp2"
"Eps8l2",4.01562195629087e-98,0.314521493365149,0.829,0.684,7.59313955715041e-94,"5","Eps8l2"
"Dnm2",6.40276226044438e-98,0.26923591939936,0.86,0.739,1.21069831582743e-93,"5","Dnm2"
"Lsm101",8.16192821515829e-98,0.301904410430472,0.6,0.393,1.54333900620428e-93,"5","Lsm10"
"Gm91121",4.22900053377049e-97,0.333967473993971,0.942,0.747,7.99661710930662e-93,"5","Gm9112"
"Eif3g1",7.93579967552369e-97,0.267345495507485,0.989,0.949,1.50058036064477e-92,"5","Eif3g"
"Etfb",1.17283183466845e-96,0.30931169746609,0.966,0.879,2.21770771617457e-92,"5","Etfb"
"Dnaja1",1.38752769499355e-96,0.311999396242635,0.999,0.981,2.62367611846331e-92,"5","Dnaja1"
"Dnaja21",5.80954335611903e-96,0.271430527321242,0.968,0.937,1.09852655320855e-91,"5","Dnaja2"
"Kdm6b1",1.46761270369696e-95,0.301077216171311,0.621,0.386,2.77510886142058e-91,"5","Kdm6b"
"Tnk2",3.5497675506508e-95,0.267137717619645,0.621,0.412,6.7122554615256e-91,"5","Tnk2"
"Rad23b1",6.79258538081891e-95,0.259717909685472,0.977,0.934,1.28440996965905e-90,"5","Rad23b"
"Atp6v0e",4.62229499502337e-94,0.25803975913028,0.971,0.954,8.74029760608969e-90,"5","Atp6v0e"
"Npepl1",9.06004347520089e-94,0.328888084962579,0.701,0.525,1.71316362072574e-89,"5","Npepl1"
"Myo18a1",3.14109952976647e-93,0.285642172343195,0.752,0.566,5.93950510083542e-89,"5","Myo18a"
"Rab1a",1.4985297026973e-92,0.261958884715664,0.927,0.882,2.83356981483032e-88,"5","Rab1a"
"Epb411",1.85743415704491e-91,0.278617701132153,0.584,0.387,3.51222224755622e-87,"5","Epb41"
"Gm424181",1.98212986684761e-91,0.560815138970168,0.939,0.892,3.74800936522215e-87,"5","Gm42418"
"Pim11",2.84145936305545e-90,0.351774007399776,0.756,0.567,5.37291550960154e-86,"5","Pim1"
"Gnb4",2.85030120508124e-90,0.278963645347931,0.534,0.309,5.38963454868812e-86,"5","Gnb4"
"Pepd",4.70973176820507e-90,0.335880658405887,0.574,0.379,8.90563180049897e-86,"5","Pepd"
"Zfp6641",8.98263079542089e-90,0.252167160974416,0.634,0.439,1.69852565710614e-85,"5","Zfp664"
"Tinagl1",1.22110032720955e-89,0.346068559880597,0.735,0.548,2.30897860872053e-85,"5","Tinagl1"
"St13",1.38565439721373e-89,0.254546418399628,0.99,0.966,2.62013389969145e-85,"5","St13"
"Eif3c2",5.04758009630112e-89,0.267530716867095,0.99,0.959,9.5444692040958e-85,"5","Eif3c"
"Etfa2",9.45998487222614e-89,0.263018747721876,0.818,0.676,1.78878853948924e-84,"5","Etfa"
"Hbb-y",3.72279662926037e-88,0.872359000776752,0.576,0.369,7.03943614626842e-84,"5","Hbb-y"
"Cldnd1",4.33944352317045e-88,0.272058962493136,0.607,0.427,8.20545375796301e-84,"5","Cldnd1"
"Rhob",6.02971739327913e-88,0.266682619363942,0.862,0.717,1.14015926189515e-83,"5","Rhob"
"Bbx",7.98652677326633e-88,0.360908098775016,0.821,0.642,1.51017234755693e-83,"5","Bbx"
"Serpinb9b",8.8547342493411e-88,0.35822593217221,0.836,0.682,1.67434169920791e-83,"5","Serpinb9b"
"Srek1",1.16566458241896e-87,0.282446250476089,0.747,0.602,2.20415515889602e-83,"5","Srek1"
"Magoh1",5.65017127698757e-87,0.309688384215941,0.964,0.909,1.06839088676558e-82,"5","Magoh"
"Cisd11",1.26435890075534e-86,0.332174417073855,0.945,0.908,2.39077624543827e-82,"5","Cisd1"
"Hnrnph11",1.91365559171659e-86,0.297538375204478,0.928,0.895,3.6185313583769e-82,"5","Hnrnph1"
"Smpd1",2.22988280325884e-86,0.283426491166267,0.319,0.141,4.21648539268215e-82,"5","Smpd1"
"Plekhh1",4.89401566990874e-85,0.257281303166921,0.558,0.354,9.25409423023044e-81,"5","Plekhh1"
"Syf2",4.90898332002414e-85,0.263756550957506,0.823,0.706,9.28239655983364e-81,"5","Syf2"
"Ift20",3.53061108413588e-83,0.266956596092279,0.889,0.817,6.67603249899253e-79,"5","Ift20"
"Amot",5.93798024542938e-83,0.357651734223497,0.463,0.27,1.12281268460824e-78,"5","Amot"
"Dazap21",8.84853892841064e-83,0.259615916428368,0.804,0.692,1.67317022597317e-78,"5","Dazap2"
"Prpsap1",3.15019847399367e-82,0.263550601654014,0.78,0.653,5.95671029447462e-78,"5","Prpsap1"
"Mbnl3",1.5145682916413e-81,0.295916194578746,0.965,0.822,2.86389718266453e-77,"5","Mbnl3"
"Fus1",1.32882919660251e-80,0.259339053922076,0.96,0.912,2.51268312785568e-76,"5","Fus"
"Krtcap2",1.23804678515282e-78,0.290651846767338,0.96,0.932,2.34102266604546e-74,"5","Krtcap2"
"Ctcf",7.07934451310029e-78,0.283969375823292,0.815,0.702,1.33863325398213e-73,"5","Ctcf"
"Myl4",4.39598743343728e-77,0.486968916647391,0.414,0.233,8.31237263788656e-73,"5","Myl4"
"Btg1",7.75713894385772e-77,0.256037434498967,0.711,0.534,1.46679740289406e-72,"5","Btg1"
"Rbmx",1.37894031979606e-76,0.254180303689146,0.717,0.564,2.60743825070237e-72,"5","Rbmx"
"Pttg1",7.84816603718903e-76,0.28086246434718,0.753,0.634,1.48400971597207e-71,"5","Pttg1"
"Carhsp1",9.43080742680141e-76,0.322701796921214,0.93,0.908,1.78327137633388e-71,"5","Carhsp1"
"Gm26917",2.52167869784546e-75,0.466515945270173,0.882,0.831,4.76824224975597e-71,"5","Gm26917"
"Pbrm1",3.21995293674671e-75,0.255216715788393,0.845,0.73,6.08860900809436e-71,"5","Pbrm1"
"Bcap31",6.93143660513133e-75,0.294254221849815,0.911,0.817,1.31066534766428e-70,"5","Bcap31"
"Ankrd11",2.34755667013875e-74,0.271285283770263,0.897,0.785,4.43899490756537e-70,"5","Ankrd11"
"Snx6",1.53668408821761e-73,0.252849967300433,0.868,0.791,2.90571594241068e-69,"5","Snx6"
"D10Jhu81e",1.72113962866908e-73,0.268488692149746,0.592,0.439,3.25450292385036e-69,"5","D10Jhu81e"
"Lgals3",1.73937283384517e-73,0.26343128351938,0.987,0.926,3.28898009151783e-69,"5","Lgals3"
"Mrpl23",1.41030269222726e-72,0.263481720293439,0.973,0.961,2.66674136073253e-68,"5","Mrpl23"
"Rtn3",2.33764519023849e-72,0.282616673857551,0.912,0.872,4.42025329022196e-68,"5","Rtn3"
"Stxbp2",3.81504415764867e-71,0.261639619845717,0.595,0.433,7.21386699769788e-67,"5","Stxbp2"
"Perp",1.0986987882907e-70,0.278170614638856,0.788,0.683,2.07752953877888e-66,"5","Perp"
"Tex30",1.11736064230966e-70,0.332165098983941,0.781,0.693,2.11281723854334e-66,"5","Tex30"
"Ankrd17",4.82574720015837e-69,0.252723244910712,0.843,0.766,9.12500538077946e-65,"5","Ankrd17"
"Wwc2",7.2388429208035e-69,0.278325020507514,0.577,0.423,1.36879280789473e-64,"5","Wwc2"
"Coa3",3.35381617851486e-65,0.336519794631707,0.924,0.907,6.34173101195375e-61,"5","Coa3"
"Irx3",1.88283011080549e-64,0.270341747688593,0.795,0.651,3.56024345652211e-60,"5","Irx3"
"Son",1.72220979749249e-63,0.26413502254087,0.955,0.912,3.25652650607855e-59,"5","Son"
"Rab10",3.01402150173923e-62,0.271177883874755,0.913,0.88,5.69921325763872e-58,"5","Rab10"
"Gchfr",1.89511780269825e-61,0.317775855233472,0.611,0.459,3.58347825312213e-57,"5","Gchfr"
"Cnn32",4.94848728683515e-60,0.335417007601415,0.52,0.374,9.35709461067659e-56,"5","Cnn3"
"Sept4",7.97235625290485e-60,0.422731260090772,0.459,0.294,1.50749284386178e-55,"5","Sept4"
"Ube2e1",8.52647348166214e-59,0.258031514297999,0.841,0.783,1.61227087064749e-54,"5","Ube2e1"
"Irf7",4.82052374988618e-58,0.250169790937797,0.339,0.182,9.11512835865978e-54,"5","Irf7"
"Hebp1",9.1442738565345e-58,0.261487011124383,0.788,0.706,1.72909074353211e-53,"5","Hebp1"
"Mpc1",2.19895297601529e-57,0.251356610014612,0.889,0.804,4.15800018234731e-53,"5","Mpc1"
"Anxa3",6.6310821797434e-54,0.328385757261605,0.416,0.275,1.25387132936768e-49,"5","Anxa3"
"Nudt9",6.53158304371603e-48,0.262303787192473,0.607,0.511,1.23505703773626e-43,"5","Nudt9"
"Epn1",3.72594463717473e-40,0.251989794978111,0.728,0.686,7.0453887144337e-36,"5","Epn1"
"Xist",1.6014185709158e-38,0.489166336202572,0.598,0.512,3.02812237574469e-34,"5","Xist"
"Fabp32",5.01464418330312e-33,0.635731735019161,0.56,0.428,9.48219068620786e-29,"5","Fabp3"
"Aen",3.48307072938218e-30,0.267260939446787,0.652,0.614,6.58613844218877e-26,"5","Aen"
"Anxa5",6.33094319830495e-29,0.319968816982575,0.795,0.802,1.19711804936748e-24,"5","Anxa5"
"Hba-x",3.43062494256194e-22,0.309245913432063,0.255,0.163,6.48696870389037e-18,"5","Hba-x"
"S100a11",1.68760894686895e-14,0.309558177482925,0.771,0.76,3.1910997576345e-10,"5","S100a11"
"Bst2",9.54430318030855e-09,0.433912382116897,0.799,0.824,0.000180473228836454,"5","Bst2"
"Ybx12",9.34303956943633e-245,0.515328976537762,1,0.975,1.76667535218472e-240,"6","Ybx1"
"Gna111",1.55811411448012e-242,0.536583788216049,0.977,0.775,2.94623797907045e-238,"6","Gna11"
"Npm12",6.16314660077579e-203,0.400286411006423,1,0.997,1.16538939074069e-198,"6","Npm1"
"Phactr1",8.57999697942852e-186,0.478812563006644,0.984,0.754,1.62239162884014e-181,"6","Phactr1"
"Scaf11",7.6036455994123e-185,0.43820984857496,0.984,0.861,1.43777334639287e-180,"6","Scaf11"
"Timp1",2.33245097393828e-183,0.314349807977389,0.636,0.243,4.41043154661989e-179,"6","Timp1"
"Hist1h1b1",4.451837240915e-179,0.407774877637214,0.607,0.231,8.41797903884616e-175,"6","Hist1h1b"
"Eif5a1",2.99134961565438e-166,0.361473948799648,1,0.993,5.65634298824086e-162,"6","Eif5a"
"Cdv32",7.39836430309521e-162,0.381567403719167,0.998,0.942,1.39895670607227e-157,"6","Cdv3"
"Lpl2",3.33115602729092e-161,0.353018426825449,0.859,0.448,6.29888293200441e-157,"6","Lpl"
"Anp32b1",2.42935286070037e-159,0.374731274884242,1,0.99,4.59366332429833e-155,"6","Anp32b"
"Lypla2",2.62636367297757e-152,0.351378659148316,0.925,0.688,4.96619106923329e-148,"6","Lypla2"
"Cacybp1",2.03335207147549e-141,0.34183409649236,0.992,0.935,3.84486543195301e-137,"6","Cacybp"
"Lsm121",5.54600539842151e-141,0.32992922122577,0.971,0.85,1.04869416078752e-136,"6","Lsm12"
"Set1",1.04334276324167e-140,0.327400743273276,1,0.977,1.97285683101367e-136,"6","Set"
"Ccne13",1.21590278878413e-138,0.410590374517078,0.954,0.669,2.29915058331192e-134,"6","Ccne1"
"Gjb31",4.36675779866783e-136,0.402593503563746,0.993,0.851,8.25710232150099e-132,"6","Gjb3"
"Ran1",5.73763338836828e-136,0.300302258893976,1,0.991,1.08492909740656e-131,"6","Ran"
"Smarca51",1.1214662810646e-132,0.347530460280317,0.969,0.824,2.12058059086506e-128,"6","Smarca5"
"Hdgf1",3.45592375928031e-131,0.325572285081243,0.995,0.919,6.53480623642314e-127,"6","Hdgf"
"Tspan3",3.55042856084351e-130,0.312833522760222,0.914,0.663,6.71350536569899e-126,"6","Tspan3"
"Pin11",6.01267823624205e-130,0.32030119184948,0.995,0.938,1.13693732769101e-125,"6","Pin1"
"Ptma",2.63524333606201e-129,0.26257725170096,1,0.999,4.98298162415966e-125,"6","Ptma"
"Prrc2c2",4.7423449654049e-127,0.323392754324742,0.983,0.879,8.96730009508413e-123,"6","Prrc2c"
"Ncl1",4.64661283744665e-126,0.359776609762813,1,0.988,8.78628021432787e-122,"6","Ncl"
"Prr5",7.71149836499168e-126,0.303692896563891,0.875,0.559,1.45816722583628e-121,"6","Prr5"
"Utf13",5.85215052403624e-124,0.413102001744067,0.951,0.68,1.10658314259001e-119,"6","Utf1"
"Gsr",7.52847474718278e-124,0.29083088181687,0.871,0.566,1.42355928994479e-119,"6","Gsr"
"Hells1",2.33229068034423e-123,0.310317524761628,0.914,0.633,4.41012844746291e-119,"6","Hells"
"Arf5",3.77372441958047e-123,0.295843947499297,0.997,0.963,7.13573550498471e-119,"6","Arf5"
"Ube2a",2.68028137198094e-121,0.339490703153827,0.995,0.957,5.06814404627876e-117,"6","Ube2a"
"Isoc1",2.76795926456866e-118,0.253841555984234,0.754,0.442,5.23393417337287e-114,"6","Isoc1"
"Uqcc2",2.56952197182094e-117,0.287123511252155,0.991,0.915,4.85870909651622e-113,"6","Uqcc2"
"Prdx61",2.62612480495559e-116,0.290259998121366,0.976,0.847,4.96573939369052e-112,"6","Prdx6"
"Serbp12",3.15279177129168e-116,0.267293818169894,0.999,0.981,5.96161396033544e-112,"6","Serbp1"
"Ppp1cc1",1.23953532337646e-114,0.305404394953691,0.968,0.866,2.34383734297254e-110,"6","Ppp1cc"
"Txndc17",3.66553132463627e-114,0.267396958491347,0.997,0.963,6.93115318175473e-110,"6","Txndc17"
"Morf4l1",8.4506876557166e-113,0.282051553791437,0.997,0.961,1.59794052881945e-108,"6","Morf4l1"
"Nme11",1.68931855169943e-112,0.263365639997086,1,0.985,3.19433244940844e-108,"6","Nme1"
"Ppp1r18",4.49998607467139e-112,0.322343005735725,0.824,0.561,8.50902366859613e-108,"6","Ppp1r18"
"Hspd11",3.39648165425417e-111,0.337110985881494,0.997,0.973,6.4224071600292e-107,"6","Hspd1"
"Gnl3",2.39193136905996e-109,0.306036302846642,0.982,0.871,4.52290302575548e-105,"6","Gnl3"
"Plpp1",7.08741156282364e-109,0.263315559819148,0.843,0.547,1.34015865241432e-104,"6","Plpp1"
"Nudt211",1.00462238354885e-107,0.274115805374481,0.982,0.911,1.89964046505251e-103,"6","Nudt21"
"Slc25a42",6.95499646094262e-107,0.329195322726895,0.997,0.98,1.31512028079964e-102,"6","Slc25a4"
"Gmnn",1.52180872991404e-106,0.293885101616394,0.99,0.872,2.87758812739447e-102,"6","Gmnn"
"Gspt11",5.22136237001284e-105,0.278214020826737,0.982,0.88,9.87307410545728e-101,"6","Gspt1"
"Marcks",6.58453169149958e-105,0.293353555618721,0.804,0.483,1.24506909754566e-100,"6","Marcks"
"Birc5",1.04187949730831e-104,0.307291365998155,0.996,0.861,1.97008994146028e-100,"6","Birc5"
"Slc25a52",8.11146789882023e-104,0.330312404212894,0.997,0.957,1.53379746498792e-99,"6","Slc25a5"
"Hnrnpa12",2.46506625198647e-103,0.280961285950926,1,0.967,4.66119377588122e-99,"6","Hnrnpa1"
"Ino80e",4.49196339071983e-103,0.282356843631451,0.941,0.738,8.49385357551212e-99,"6","Ino80e"
"Glrx3",1.05495312122248e-101,0.311788693858982,0.964,0.874,1.99481085691959e-97,"6","Glrx3"
"Tomm70a1",2.70296114208751e-101,0.267141559938168,0.971,0.866,5.11102922357327e-97,"6","Tomm70a"
"Hist1h1e1",2.06560879971514e-99,0.346594910097202,0.678,0.388,3.90585967938136e-95,"6","Hist1h1e"
"Srsf91",6.7673899057916e-99,0.276544436139622,0.926,0.746,1.27964575728613e-94,"6","Srsf9"
"Dut1",1.62456974646949e-98,0.28112600377418,0.998,0.886,3.07189893359917e-94,"6","Dut"
"Emg1",2.75273413885481e-98,0.257104541427342,0.994,0.936,5.20514498316057e-94,"6","Emg1"
"Bag1",5.17836431814566e-98,0.250438319458608,0.977,0.888,9.79176908918163e-94,"6","Bag1"
"Snx10",2.10607431913275e-97,0.267484802370176,0.848,0.554,3.98237593004812e-93,"6","Snx10"
"C1qbp2",2.33927720643515e-96,0.283938209162237,0.999,0.947,4.42333926964823e-92,"6","C1qbp"
"Rsl1d11",1.06827240901507e-95,0.283560580954388,0.982,0.878,2.0199962982066e-91,"6","Rsl1d1"
"Lsm31",1.56389182012087e-95,0.256747977378833,0.997,0.921,2.95716304266654e-91,"6","Lsm3"
"Rgcc",2.94051019521407e-94,0.311193373882631,0.967,0.77,5.56021072813029e-90,"6","Rgcc"
"Pkn2",3.15300994470508e-93,0.25245722480594,0.976,0.869,5.96202650444284e-89,"6","Pkn2"
"Cdc342",3.23242698126843e-93,0.263906999232075,0.99,0.924,6.11219617888047e-89,"6","Cdc34"
"1810022K09Rik1",4.13304267053285e-91,0.263068974991,0.956,0.805,7.81517038571056e-87,"6","1810022K09Rik"
"Tpr1",6.14503338664019e-91,0.256979754447728,0.981,0.894,1.16196436307979e-86,"6","Tpr"
"Rrp15",7.34755093749664e-89,0.253030791423397,0.935,0.76,1.38934840677124e-84,"6","Rrp15"
"Npm32",8.96370203703677e-88,0.254055915567538,0.993,0.909,1.69494641818328e-83,"6","Npm3"
"Chd42",1.48915735922435e-87,0.27904502487371,0.962,0.809,2.81584765055732e-83,"6","Chd4"
"Ccnd32",5.18539171773498e-87,0.357398822272492,0.983,0.849,9.80505719906507e-83,"6","Ccnd3"
"Srsf21",5.91402851135573e-87,0.28477352554021,0.987,0.934,1.11828365121226e-82,"6","Srsf2"
"Pgam11",1.02891368023368e-85,0.271368331683302,0.995,0.953,1.94557287795387e-81,"6","Pgam1"
"Ddx212",6.24440975632492e-83,0.265619070424007,0.964,0.835,1.18075544082348e-78,"6","Ddx21"
"Mak161",3.43779547240065e-78,0.25608677377238,0.931,0.782,6.5005274587624e-74,"6","Mak16"
"Ccna21",3.1721129229943e-77,0.253311277864969,0.942,0.72,5.99814832608992e-73,"6","Ccna2"
"Litaf",1.58055653875409e-72,0.27649738475704,0.977,0.885,2.9886743591301e-68,"6","Litaf"
"Aldoa2",3.42895492044991e-72,0.258995226400826,0.995,0.97,6.48381085907873e-68,"6","Aldoa"
"Crispld2",5.84140979788962e-298,0.455824757788655,0.701,0.244,1.10455217868295e-293,"7","Crispld2"
"Hspb12",7.17190906099657e-256,0.624865658295564,1,0.972,1.35613628434384e-251,"7","Hspb1"
"Lpl3",7.19600171665752e-238,0.507697096862293,0.874,0.446,1.36069196460277e-233,"7","Lpl"
"Rhox92",5.39423538099457e-212,0.557944905317001,1,0.915,1.01999596819226e-207,"7","Rhox9"
"Gm91122",1.41219087361446e-210,0.62570206958913,0.995,0.746,2.67031172291757e-206,"7","Gm9112"
"Rhox62",2.19104748756266e-201,0.526222746323596,1,0.949,4.14305169423223e-197,"7","Rhox6"
"Atp5g11",2.85585492545633e-188,0.338040312228093,0.999,0.995,5.40013607854538e-184,"7","Atp5g1"
"Ldoc11",1.39431435430471e-184,0.465951993305906,1,0.916,2.63650901255478e-180,"7","Ldoc1"
"Hmgn5",6.95072646756368e-182,0.485395866206418,1,0.93,1.31431286775162e-177,"7","Hmgn5"
"Csrp2",9.78879592728007e-182,0.447722287197086,0.948,0.69,1.85096342188939e-177,"7","Csrp2"
"H2afv1",7.60440317887679e-172,0.434154725768743,0.99,0.833,1.43791659709381e-167,"7","H2afv"
"Stmn13",1.17745483105262e-156,0.460971834905187,0.984,0.822,2.22644934003739e-152,"7","Stmn1"
"Atp1a1",2.15544370590896e-152,0.365373071317418,0.984,0.835,4.07572850350325e-148,"7","Atp1a1"
"Sin3b1",3.10435663484469e-151,0.387067814604008,1,0.979,5.87002796082782e-147,"7","Sin3b"
"Slc25a10",7.91727627509347e-151,0.348822882001026,0.896,0.626,1.49707777085742e-146,"7","Slc25a10"
"Hsp90ab12",1.25166441827089e-150,0.312177215821881,1,0.998,2.36677224850843e-146,"7","Hsp90ab1"
"3830417A13Rik2",4.99636147425132e-148,0.389521083631918,0.975,0.742,9.44761991166182e-144,"7","3830417A13Rik"
"Pfdn61",6.94189169233043e-145,0.340703537831157,0.993,0.942,1.31264230010276e-140,"7","Pfdn6"
"2610528J11Rik2",2.59940019911857e-140,0.298441307686323,0.821,0.442,4.9152058365133e-136,"7","2610528J11Rik"
"Phactr11",1.06932977097696e-137,0.442050585703247,0.964,0.755,2.02199566394033e-133,"7","Phactr1"
"Tmsb4x",2.43865687212196e-134,0.349740580292222,1,0.991,4.61125627949541e-130,"7","Tmsb4x"
"Krt19",2.49500973653936e-132,0.390956699223,0.999,0.959,4.71781391082228e-128,"7","Krt19"
"Tspo",6.98821658234516e-132,0.378427561026323,0.941,0.705,1.32140187355565e-127,"7","Tspo"
"Tk1",8.92266409120557e-125,0.326163727159726,0.92,0.68,1.68718655300606e-120,"7","Tk1"
"Ahsa1",4.76188212656199e-124,0.324118595777457,0.993,0.894,9.00424291311606e-120,"7","Ahsa1"
"Ccne14",4.95247624456544e-124,0.391549414832785,0.929,0.671,9.36463733084879e-120,"7","Ccne1"
"Gm91",1.83830069250443e-123,0.336488520522559,0.926,0.749,3.47604277945663e-119,"7","Gm9"
"Ubxn1",5.71958898739793e-122,0.268438231298373,1,0.96,1.08151708162707e-117,"7","Ubxn1"
"H192",1.29862858463143e-121,0.326475603102079,0.999,0.989,2.45557679067958e-117,"7","H19"
"Rnd2",3.89878230530939e-121,0.345682986589305,0.81,0.509,7.37220746110953e-117,"7","Rnd2"
"mt-Co32",4.58818834546861e-121,0.350065082515395,1,0.996,8.6758053424466e-117,"7","mt-Co3"
"Irx31",4.93924128091289e-117,0.336097127624793,0.903,0.645,9.33961133807819e-113,"7","Irx3"
"Cdkn1c1",1.77346116297237e-116,0.361581901930186,1,0.981,3.35343771306445e-112,"7","Cdkn1c"
"Galk1",2.33847430459296e-115,0.323070051006901,0.997,0.927,4.42182106255482e-111,"7","Galk1"
"Atp5h",3.70598519777949e-115,0.259836064592232,0.999,0.991,7.00764741048123e-111,"7","Atp5h"
"Tubb3",9.74675948179045e-111,0.308837483395146,0.541,0.235,1.84301475041176e-106,"7","Tubb3"
"Snrpb",1.16214753590167e-109,0.262879685054063,0.997,0.97,2.19750477563647e-105,"7","Snrpb"
"Got22",2.64261478077759e-109,0.302104074213475,0.986,0.914,4.99692028897234e-105,"7","Got2"
"Las1l2",7.27908130083918e-107,0.29076672408628,0.994,0.888,1.37640148317568e-102,"7","Las1l"
"Ndufb71",4.43531600613819e-106,0.28359129608097,0.998,0.969,8.3867390360067e-102,"7","Ndufb7"
"Gjb51",1.6771050351698e-105,0.339751593226781,0.984,0.787,3.17123791100257e-101,"7","Gjb5"
"Hnrnpa2b11",4.17281059306876e-105,0.258050487778752,0.998,0.986,7.89036755043372e-101,"7","Hnrnpa2b1"
"Tubb6",1.48721377149623e-103,0.336265129059755,0.949,0.75,2.81217252052223e-99,"7","Tubb6"
"Serf11",1.3364268707958e-102,0.259978035774363,0.736,0.464,2.52704956998777e-98,"7","Serf1"
"Rfc31",1.76593557607688e-101,0.274994757062062,0.785,0.526,3.33920758080377e-97,"7","Rfc3"
"Sdc1",1.77623146950334e-101,0.281507522597295,0.967,0.697,3.35867608568386e-97,"7","Sdc1"
"Timp11",3.3311042360022e-100,0.252446076882672,0.522,0.251,6.29878499985657e-96,"7","Timp1"
"Hsp90aa12",6.26123128783061e-98,0.2846042855988,1,0.996,1.18393622421589e-93,"7","Hsp90aa1"
"Arid3a1",8.60603374924341e-98,0.298852058149223,0.963,0.841,1.62731492164444e-93,"7","Arid3a"
"Plpp11",2.79335350761342e-97,0.274341819060129,0.811,0.549,5.28195214754622e-93,"7","Plpp1"
"Gga21",1.31561928563267e-96,0.285316329340089,0.91,0.693,2.48770450720282e-92,"7","Gga2"
"Exoc3l4",1.7442098560727e-96,0.281091343965369,0.678,0.359,3.29812641684788e-92,"7","Exoc3l4"
"Ndufs8",5.09574645764884e-96,0.284578705399495,0.966,0.854,9.6355469767682e-92,"7","Ndufs8"
"Cdca81",1.0826859669458e-95,0.2986967489079,0.966,0.799,2.04725089489782e-91,"7","Cdca8"
"Hmgb22",2.86831644672843e-94,0.307505381288101,1,0.951,5.4236995691188e-90,"7","Hmgb2"
"Rgcc1",7.67115062901715e-93,0.327240062398053,0.961,0.77,1.45053787244085e-88,"7","Rgcc"
"Psma71",4.17450242645587e-92,0.257543999148162,1,0.983,7.8935666381854e-88,"7","Psma7"
